Sr. No.,CompanyName,BSECode
3224,Remi Securities Ltd.,511149
3225,Remsons Industries Ltd.,530919
3226,Renaissance Jewellery Ltd.,532923
3227,Repco Home Finance Ltd.,535322
3228,Repro India Ltd.,532687
3229,Resonance Specialties Ltd.-$,524218
3230,Response Informatics Ltd,538273
3231,Responsive Industries Ltd.,505509
3232,Restile Ceramics Ltd.,515085
3233,Resurgere Mines & Minerals India Ltd.,533017
3234,Revathi Equipment Ltd.-$,505368
3235,Rexnord Electronics & Controls Ltd.,531888
3236,Rfl International Ltd.,531646
3237,Rhodia Specialty Chemicals India Ltd.-$,506230
3238,Riba Textiles Ltd.,531952
3239,Rich Universe Network Ltd.,530271
3240,Richa Industries Ltd.,532766
3241,Richfield Financial Services Ltd,539435
3242,Richirich Inventures Limited,519230
3243,Rico Auto Industries Ltd.,520008
3244,Ricoh India Ltd.,517496
3245,Riddhi Siddhi Gluco Biols Ltd.-$,524480
3246,Ridhi Synthetics Ltd.,504365
3247,Riga Sugar Company Ltd.-$,507508
3248,Risa International Ltd.,530251
3249,Rishab Financial Services Ltd.,531218
3250,Rishab Special Yarns Ltd.,514177
3251,Rishabh Digha Steel & Allied Products Ltd.-$,531539
3252,Rishabhdev Technocable Ltd.,533083
3253,Rishi Laser Ltd.,526861
3254,Rishi Techtex Ltd.,523021
3255,Rishiroop Ltd,526492
3256,Rishiroop Rubber (international) Ltd.,523658
3257,Ritesh International Ltd.,519097
3258,Ritesh Properties & Industries Ltd.,526407
3259,Rlf Ltd.,512618
3260,Rmg Alloy Steel Limited,500365
3261,Rnb Industries Ltd.,531250
3262,Rockland Thermionics Ltd.,530061
3263,Rockon Enterprises Ltd,531447
3264,Rodium Realty Limited,531822
3265,Rohit Ferro-tech Ltd.,532731
3266,Rolcon Engineering Co.ltd.,505807
3267,Rollatainers Ltd.,502448
3268,Rolta India Ltd.,500366
3269,Roopa Industries Ltd.,530991
3270,Rose Investments Ltd.,501154
3271,Rosekamal Textiles Ltd.,512309
3272,Roselabs Finance Ltd.,531324
3273,Roselabs Ltd.,535503
3274,Rossell India Ltd.,533168
3275,Roto Pumps Ltd.,517500
3276,Royal Cushion Vinyl Products Ltd.-$,526193
3277,Royal India Corporation Limited,512047
3278,Royal Orchid Hotels Ltd.,532699
3279,Royale Manor Hotels & Industries Ltd.,526640
3280,Rpg Life Sciences Ltd.,532983
3281,Rpp Infra Projects Ltd.,533284
3282,Rr Financial Consultants Ltd.,511626
3283,Rsc International Ltd.,530179
3284,Rswm Ltd.,500350
3285,Rts Power Corporation Ltd.,531215
3286,Rubber Products Ltd.,526496
3287,Rubfila International Ltd.,500367
3288,Rubra Medicaments Ltd.,531099
3289,Ruby Mills Ltd.,503169
3290,Ruby Traders & Exporters Ltd,538742
3291,Ruchi Infrastructure Ltd.,509020
3292,Ruchi Soya Industries Ltd.,500368
3293,Ruchi Strips & Alloys Ltd.,513295
3294,Ruchira Papers Ltd.,532785
3295,Rudraksh Cap-tech Ltd.,511463
3296,Runeecha Textiles Ltd.,590124
3297,Rungta Irrigation Ltd.,530449
3298,Rupa & Company Ltd.,533552
3299,Rural Electrification Corporation Ltd.,532955
3300,Rushil Decor Ltd.,533470
3301,Rutron International Ltd.,504335
3302,Ruttonsha International Rectifier Ltd.,517035
3303,S Kumars.com Ltd.,532316
3304,S R G Securities Finance Ltd,536710
3305,S R K Industries Ltd.,531307
3306,S T Services Ltd,538876
3307,S V Global Mill Ltd.,535621
3308,S&t Corporation Ltd.,514197
3309,S.a.l.steel Ltd.,532604
3310,S.e. Power Ltd.,534598
3311,S.e.investments Ltd.,532900
3312,S.kumars Nationwide Ltd.,514304
3313,S.m.energy Teknik & Electronics Ltd.,522042
3314,S.r.industries Ltd.,513515
3315,S.s.forgings & Engineering Ltd.,522296
3316,S.v.trading & Agencies Ltd.,503622
3317,Saamya Biotech (india) Ltd.,532905
3318,Sab Industries Ltd,539112
3319,Sabero Organics Gujarat Ltd.,524446
3320,Saboo Brothers Ltd.,530267
3321,Saboo Sodium Chloro Ltd.,530461
3322,Sacheta Metals Ltd.,531869
3323,Sadbhav Engineering Ltd.,532710
3324,Sadbhav Infrastructure Project Ltd,539346
3325,Sadhana Nitrochem Ltd.,506642
3326,Safal Herbs Limited,532034
3327,Safal Securities Ltd,531448
3328,Safari Industries (india) Ltd.,523025
3329,Saffron Industries Limited,531436
3330,Sagar Cements Ltd.-$,502090
3331,Sagar Productions Limited,532092
3332,Sagar Soya Products Ltd.,507663
3333,Sagar Systech Ltd.,511254
3334,Sagar Tourist Resorts Ltd.,526085
3335,Sahara Housingfina Corporation Ltd.,511533
3336,Sahara One Media & Entertainment Ltd.-$,503691
3337,Sahyadri Industries Ltd.,532841
3338,Sai Baba Investment And Commercial Enterprises Ltd,538557
3339,Sai Capital Ltd.,531931
3340,Sai Industries Ltd.,530905
3341,Saianand Commercial Limited,512097
3342,Sainik Finance & Industries Ltd.,530265
3343,Saint-gobain Sekurit India Ltd.,515043
3344,Saksoft Ltd.,590051
3345,Sakthi Finance Ltd.,511066
3346,Sakthi Sugars Ltd.,507315
3347,Sakuma Exports Ltd.,532713
3348,Salguti Industries Ltd.,526554
3349,Salona Cotspin Ltd.,590056
3350,Salora International Ltd.,500370
3351,Salzer Electronics Ltd.-$,517059
3352,Sam Industries Ltd.,532005
3353,Sam Leaseco Ltd.,504345
3354,Sambandam Spinning Mills Ltd.-$,521240
3355,Sambhaav Media Ltd.,511630
3356,Samkrg Pistons & Rings Ltd.-$,520075
3357,Sampre Nutritions Ltd.,530617
3358,Samrat Pharmachem Ltd.-$,530125
3359,Samruddhi Realty Ltd.,535466
3360,Samtel Color Ltd.,500372
3361,Samtel India Ltd.-$,500371
3362,Samtex Fashions Ltd.-$,521206
3363,Samyak International Ltd.,530025
3364,Sanblue Corporation Ltd.,521222
3365,Sancia Global Infraprojects Limited,532836
3366,Sanco Trans Ltd.,523116
3367,Sand Plast (india) Ltd.,533079
3368,Sandesh Ltd.,526725
3369,Sandu Pharmaceuticals Ltd.,524703
3370,Sandur Manganese & Iron Ores Ltd.,504918
3371,Sang Froid Labs (india) Ltd,539392
3372,Sangal Papers Ltd.,516096
3373,Sangam (india) Ltd.,514234
3374,Sangam Advisors Ltd.,534618
3375,Sanghi Corporate Services Ltd.,511640
3376,Sanghi Industries Ltd.,526521
3377,Sanghvi Forging And Engineering Ltd.,533411
3378,Sanghvi Movers Ltd.,530073
3379,Sanguine Media Ltd.,531898
3380,Sanjivani Paranteral Ltd.,531569
3381,Sankhya Infotech Ltd.,532972
3382,Sanmit Infra Limited,532435
3383,Sanmitra Commercial Ltd.,512062
3384,Sanofi India Ltd,500674
3385,Sanrhea Technical Textiles Ltd.,514280
3386,Santaram Spinners Ltd.,531323
3387,Santosh Fine-fab Ltd.,530035
3388,Santowin Corporation Ltd.,512465
3389,Sanwaria Agro Oils Ltd.-$,519260
3390,Sapan Chemicals Ltd.,531781
3391,Saptarishi Agro Industries Ltd.,519238
3392,Sar Auto Products Ltd,538992
3393,Saraswati Commercial (india) Ltd.,512020
3394,Sarda Energy & Minerals Ltd.-$,504614
3395,Sarda Papers Ltd.,516032
3396,Sarda Plywood Industries Ltd.,516003
3397,Sarda Proteins Ltd.,519242
3398,Saregama India Ltd.,532163
3399,Sarla Performance Fibers Ltd.-$,526885
3400,Sarthak Global Ltd.,530993
3401,Sarthak Industries Ltd.,531930
3402,Sarup Industries Ltd.-$,514412
3403,Sarvamangal Mercantile Co.ltd.,506190
3404,Sarvottam Finvest Ltd,539124
3405,Sashwat Technocrats Limited,506313
3406,Sasken Communication Technologies Ltd.,532663
3407,Sat Industries Ltd.-$,511076
3408,Satellite Engineering Ltd.,522279
3409,Sathavahana Ispat Ltd.,526093
3410,Satia Industries Ltd,539201
3411,Satin Creditcare Network Ltd,539404
3412,Satkar Finlease Ltd,536592
3413,Satra Properties (india) Ltd.,508996
3414,Satya Miners & Transporters Ltd,537068
3415,Satyam Silk Mills Ltd.,503893
3416,Saumya Capital Limited,531160
3417,Saumya Consultants Ltd,539218
3418,Saurashtra Cement Ltd.,502175
3419,Savani Financials Ltd.,511577
3420,Savant Infocomm Ltd.,517320
3421,Saven Technologies Ltd.,532404
3422,Savera Industries Ltd.,512634
3423,Savita Oil Technologies Ltd.,524667
3424,Sawaca Business Machines Ltd.,531893
3425,Sayaji Hotels Ltd.,523710
3426,Sb & T International Ltd.,513583
3427,Sbec Sugar Ltd.,532102
3428,Sbi Equity Opportunities Fund - Series I- Regular Plan -growth,538709
3429,Sbi Equity Opportunities Fund - Series I-direct Plan - Dividend Payout,538712
3430,Sbi Equity Opportunities Fund - Series I-direct Plan -growth,538711
3431,Sbi Equity Opportunities Fund - Series I-regular Plan- Dividend Payout,538710
3432,Sbi Equity Opportunities Fund - Series Ii-direct Plan - Dividend Payout,538821
3433,Sbi Equity Opportunities Fund - Series Ii-direct Plan -growth,538820
3434,Sbi Equity Opportunities Fund - Series Ii-regular Plan -growth,538818
3435,Sbi Equity Opportunities Fund - Series Ii-regular Plan- Dividend Payout,538819
3436,Sbi Mutual Fund - Sbi - Etf Bse 100,539031
3437,Sbi Mutual Fund - Sbi Sensex Etf,535276
3438,Sc Agrotech Ltd,526081
3439,Scan Projects Ltd.,531797
3440,Scan Steels Limited,511672
3441,Scandent Imaging Limited,516110
3442,Scanpoint Geomatics Ltd.,526544
3443,Schablona India Ltd.,507894
3444,Schneider Electric Infrastructure Ltd.,534139
3445,Schneider Electric President Systems Limited,590033
3446,Schrader Duncan Ltd.-$,504908
3447,Scintilla Commercial & Credit Ltd,538857
3448,Scooters India Ltd.,505141
3449,Scope Industries (india) Limited,531886
3450,Sea Gold Aqua Farms Ltd.,530361
3451,Sea Tv Network Ltd.,533268
3452,Seamec Ltd.,526807
3453,Seasons Furnishings Ltd.,521182
3454,Seasons Textiles Ltd.-$,514264
3455,Secunderabad Healthcare Ltd.,524540
3456,Secure Earth Technoligies Ltd.,511503
3457,Sel Manufacturing Company Ltd.,532886
3458,Selan Exploration Technology Ltd.-$,530075
3459,Selanbbph,533044
3460,Sellwin Traders Ltd,538875
3461,Senbo Industries Ltd.,532021
3462,Senthil Infotek Ltd,531980
3463,Sequel E-routers Ltd.,521238
3464,Sequent Scientific Ltd.,512529
3465,Ser Industries Ltd.,507984
3466,Servalakshmi Paper Ltd.,533401
3467,Servotech Engineering Industries Ltd.,531944
3468,Seshachal Technologies Ltd.,531794
3469,Seshasayee Paper & Boards Ltd.,502450
3470,Setco Automotive Ltd.,505075
3471,Seven Hill Industries Limited,511760
3472,Sezal Glass Limited,532993
3473,Sfl International Ltd,530867
3474,Sgn Telecoms Ltd.,531812
3475,Shaba Chemicals Ltd.,524546
3476,Shah Alloys Ltd.,513436
3477,Shah Construction Co.ltd.,509870
3478,Shah Foods Ltd.,519031
3479,Shaily Engineering Plastics Ltd.,501423
3480,Shakti Press Ltd.,526841
3481,Shakti Pumps (india) Ltd.-$,531431
3482,Shalibhadra Finance Ltd.,511754
3483,Shalimar Paints Ltd.-$,509874
3484,Shalimar Productions Ltd.,512499
3485,Shalimar Wires Industries Ltd.,532455
3486,Shantanu Sheorey Aquakult Ltd.,531925
3487,Shanthi Gears Ltd.,522034
3488,Shantivijay Jewels Ltd.-$,530989
3489,Sharad Fibres & Yarn Processors Ltd.,514402
3490,Sharda Cropchem Ltd,538666
3491,Sharda Ispat Ltd.,513548
3492,Sharda Motor Industries Ltd,535602
3493,Shardul Securities Ltd.,512393
3494,Sharon Bio-medicine Ltd.-$,532908
3495,Sharp India Ltd.,523449
3496,Sharp Industries Ltd.,523359
3497,Sharp Investments Ltd,538212
3498,Shasun Pharmaceuticals Ltd.,524552
3499,Sheetal Diamonds Ltd.,530525
3500,Shekhawati Poly-yarn Ltd.,533301
3501,Shell Infotech Ltd.,503630
3502,Shelter Infra Projects Ltd.-$,526839
3503,Shemaroo Entertainment Ltd,538685
3504,Sheraton Properties & Finance Ltd.,512367
3505,Shervani Industrial Syndicate Ltd.,526117
3506,Sheshadri Industries Ltd,539111
3507,Shetron Ltd.,526137
3508,Shikhar Leasing & Trading Ltd.,507952
3509,Shilchar Technologies Ltd.,531201
3510,Shilp Gravures Ltd.-$,513709
3511,Shilpa Medicare Ltd.,530549
3512,Shilpi Cable Technologies Ltd.,533389
3513,Shipping Corporation Of India Ltd.,523598
3514,Shirpur Gold Refinery Ltd.,512289
3515,Shiva Cement Ltd.,532323
3516,Shiva Global Agro Industries Ltd.,530433
3517,Shiva Medicare Ltd.,524602
3518,Shiva Suitings Ltd.,521003
3519,Shiva Texyarn Ltd.,511108
3520,Shivagrico Implements Ltd.,522237
3521,Shivalik Bimetal Controls Ltd.,513097
3522,Shivalik Rasayan Ltd,539148
3523,Shivam Autotech Ltd.,532776
3524,Shivkrupa Machineries And Engineering Services Ltd,539359
3525,Shoppers Stop Ltd.,532638
3526,Shree Ajit Pulp & Paper Ltd-$,590058
3527,Shree Ajit Pulp And Paper Ltd,538795
3528,Shree Ashtavinayak Cine Vision Ltd.,532793
3529,Shree Bhavya Fabrics Ltd,521131
3530,Shree Bhawani Paper Mills Ltd.,502563
3531,Shree Cement Ltd.,500387
3532,Shree Digvijay Cement Co.ltd.-$,502180
3533,Shree Ganesh Elastoplast Ltd.,530797
3534,Shree Ganesh Forgings Ltd.,532643
3535,Shree Ganesh Jewellery House (i) Ltd.,533180
3536,Shree Global Tradefin Ltd.,512463
3537,Shree Hanuman Sugar & Industries Ltd,537709
3538,Shree Hari Chemicals Export Ltd.,524336
3539,Shree Karthik Papers Ltd.,516106
3540,Shree Krishna Paper Mills & Industries Ltd.,500388
3541,Shree Manufacturing Co.ltd.,503863
3542,Shree Metalloys Ltd.,531962
3543,Shree Om Trades Ltd.,506180
3544,Shree Pacetronix Ltd.,527005
3545,Shree Precoated Steels Ltd.,533110
3546,Shree Pushkar Chemicals & Fertilisers Ltd,539334
3547,Shree Rajasthan Syntex Ltd.-$,503837
3548,Shree Rajeshwaranand Paper Mills Ltd.,516086
3549,Shree Ram Urban Infrastructure Ltd.,503205
3550,Shree Rama Multi-tech Ltd.,532310
3551,Shree Rama Newsprint Ltd.,500356
3552,Shree Rang Mark Travels Ltd.,531149
3553,Shree Rani Sati Investment & Finance Ltd.,501267
3554,Shree Renuka Sugars Ltd.,532670
3555,Shree Salasar Investment Ltd.,503635
3556,Shree Securities Ltd,538975
3557,Shree Shaleen Textiles Limited,505513
3558,Shree Steel Wire Ropes Ltd.,513488
3559,Shree Surgovind Tradelink Ltd.,531667
3560,Shree Tulsi Online.com Ltd.,590128
3561,Shreejal Info Hubs Ltd.,506874
3562,Shreekrishna Biotech Ltd.,505592
3563,Shreenath Industrial Investment Company Ltd,539224
3564,Shreevatsaa Finance & Leasing Ltd.,532007
3565,Shrenuj & Co.ltd.,523236
3566,Shreyans Industries Ltd.-$,516016
3567,Shreyas Intermediates Ltd.,526335
3568,Shreyas Shipping & Logistics Ltd.,520151
3569,Shri Aster Silicates Limited,533219
3570,Shri Bajrang Alloys Ltd.,526981
3571,Shri Bholanath Carpets Ltd,530841
3572,Shri Dinesh Mills Ltd.-$,503804
3573,Shri Jagdamba Polymers Ltd.,512453
3574,Shri Kalyan Holdings Ltd.,532083
3575,Shri Krishna Devcon Ltd.,531080
3576,Shri Krishna Prasadam Ltd,537954
3577,Shri Lakshmi Cotsyn Ltd.,526049
3578,Shri Mahalaxmi Agricultural Development Ltd,539010
3579,Shri Niwas Leasing And Finance Ltd,538897
3580,Shricon Industries Ltd.,508961
3581,Shriram Asset Management Co.ltd.,531359
3582,Shriram City Union Finance Ltd.,532498
3583,Shriram Epc Ltd.,532945
3584,Shriram Transport Finance Co.ltd.,511218
3585,Shristi Infrastructure Development Corporation Ltd.,511411
3586,Shubhra Leasing Finance And Investment Company Ltd,538565
3587,Shukra Bullions Ltd.,531506
3588,Shukra Jewellers Ltd.,523790
3589,Shyam Century Ferrous Ltd,539252
3590,Shyam Telecom Ltd.,517411
3591,Shyama Infosys Ltd.,531219
3592,Shyamal Holdings & Trading Ltd.,505529
3593,Shyamkamal Investments Ltd.,505515
3594,Sibar Auto Parts Ltd.,520141
3595,Sicagen India Ltd.,533014
3596,Sical Logistics Ltd.,520086
3597,Siddarth Businesses Ltd,538520
3598,Siddha Ventures Ltd.,530439
3599,Siddhartha Tubes Ltd.,523728
3600,Siddhi Vinayak Shipping Corporation Ltd,537669
3601,Siel Financial Services Ltd.,532217
3602,Siemens Ltd.,500550
3603,Signet Industries Limited,512131
3604,Sigrun Holdings Limited,531863
3605,Sika Interplant Systems Ltd.,523606
3606,Sikozy Realtors Limited,524642
3607,Sil Investments Ltd.,521194
3608,Silicon Valley Infotech Ltd.,531738
3609,Silver Oak (india) Ltd.,531635
3610,Silver Oak Commercial Ltd.,512197
3611,Silverpoint Infratech Ltd,536073
3612,Silverton Spinners Limited,531118
3613,Simbhaoli Sugars Ltd.-$,507446
3614,Simmonds Marshall Ltd.,507998
3615,Simplex Castings Ltd.,513472
3616,Simplex Infrastructures Ltd.,523838
3617,Simplex Mills Company Ltd.,533018
3618,Simplex Papers Ltd.,533019
3619,Simplex Projects Ltd.,532877
3620,Simplex Realty Ltd.,503229
3621,Simplex Trading & Agencies Ltd.,504382
3622,Simran Farms Ltd.,519566
3623,Sinclairs Hotels Ltd.-$,523023
3624,Sindhu Trade Links Limited,532029
3625,Sindu Valley Technologies Ltd.,505504
3626,Singer India Ltd.,505729
3627,Sinnar Bidi Udyog Ltd.,509887
3628,Sinner Energy India Ltd,539410
3629,Sintex Industries Ltd.,502742
3630,Sip Industries Ltd.,523164
3631,Sir Shadi Lal Enterprises Ltd.,532879
3632,Sirohia & Sons Ltd,538667
3633,Sirpur Paper Mills Ltd.,502455
3634,Sita Enterprises Ltd.,512589
3635,Sita Shree Food Products Ltd.,532961
3636,Siti Cable Network Ltd.,532795
3637,Siyaram Silk Mills Ltd.-$,503811
3638,Sj Corporation Ltd.,504398
3639,Sjvn Ltd,533206
3640,Skf India Ltd,500472
3641,Skipper Ltd,538562
3642,Skp Securities Ltd.,531169
3643,Sks Logistics Ltd.-$,526508
3644,Sks Microfinance Ltd.,533228
3645,Sky Industries Ltd.-$,526479
3646,Skyline Millars Ltd.,505650
3647,Skyline Ventures India Ltd,538919
3648,Skypak Service Specialist Ltd.,523846
3649,Smartlink Network Systems Ltd.,532419
3650,Smifs Capital Markets Ltd.,508905
3651,Smilax Industries Limited,519586
3652,Smiths & Founders (india) Limited,513418
3653,Sml Isuzu Limited,505192
3654,Smruthi Organics Ltd.-$,590046
3655,Sms Pharmaceuticals Ltd.,532815
3656,Sms Techsoft (india) Limited,531838
3657,Snl Bearings Ltd.,505827
3658,Snowman Logistics Ltd,538635
3659,Sns Textiles Ltd.,514240
3660,Sobha Limited,532784
3661,Sobhagya Merchantile Ltd.,512014
3662,Socrus Bio Sciences Limited,524719
3663,Sofcom Systems Ltd,538923
3664,Softbpo Global Services Ltd.,504375
3665,Softech Infinium Solutions Ltd.,530651
3666,Softsol India Ltd.,532344
3667,Software Technology Group International Ltd.,532293
3668,Solar Industries India Ltd.,532725
3669,Solid Carbide Tools Ltd.,500394
3670,Solid Containers Ltd.,502460
3671,Solid Stone Company Ltd.,513699
3672,Solitaire Machine Tools Ltd.,522152
3673,Som Datt Finance Corporation Ltd.,511571
3674,Som Distilleries & Breweries Ltd.,507514
3675,Soma Papers & Industries Ltd.,516038
3676,Soma Textiles & Industries Ltd.,521034
3677,Somany Ceramics Ltd.,531548
3678,Somi Conveyor Beltings Ltd.,533001
3679,Sona Koyo Steering Systems Ltd.,520057
3680,Sonal Adhesives Ltd.,526901
3681,Sonal Mercantile Ltd,538943
3682,Sonata Software Ltd.,532221
3683,Soni Medicare Ltd,539378
3684,Source Industries (india) Ltd.,521036
3685,Source Natural Foods & Herbal Suppl Ltd.,531398
3686,South Asian Enterprises Ltd.,526477
3687,South India Paper Mills Ltd.,516108
3688,South India Projects Ltd,538891
3689,South Indian Bank Ltd.,532218
3690,Southern Gas Ltd.,509910
3691,Southern Ispat And Energy Ltd-$,531645
3692,Southern Latex Ltd.,514454
3693,Southern Magnesium & Chemicals Ltd.,513498
3694,Southern Online Bio Technologies Ltd.,532669
3695,Southern Petrochemicals Ltd.,590030
3696,Sovereign Diamonds Ltd.,523826
3697,Sowbhagya Media Ltd.,532025
3698,Sp Capital Financing Ltd.,530289
3699,Spaceage Products Ltd,538920
3700,Span Diagnostics Ltd.-$,524727
3701,Spanco Ltd.-$,508976
3702,Sparc Systems Ltd.,531370
3703,Speciality Papers Ltd.,502465
3704,Speciality Restaurants Ltd.,534425
3705,Spectacle Ventures Ltd,512413
3706,Spectra Industries Ltd.,513687
3707,Spectrum Foods Ltd.,531982
3708,Specular Marketing & Financing Ltd.,512153
3709,Speedage Commercials Ltd.,512291
3710,Spel Semiconductor Ltd.,517166
3711,Spenta International Ltd.,526161
3712,Spentex Industries Ltd.,521082
3713,Sphere Global Services Ltd.,532172
3714,Spice Islands Apparels Ltd.-$,526827
3715,Spice Mobility Limited-$,517214
3716,Spicejet Ltd.,500285
3717,Spisys Ltd,539168
3718,Spl Industries Ltd.,532651
3719,Spml Infra Limited,500402
3720,Sportking India Ltd,539221
3721,Sps Finquest Ltd,538402
3722,Sps International Ltd.,530177
3723,Sql Star International Ltd.-$,532249
3724,Sqs India Bfsi Limited,533121
3725,Square Four Projects India Limited,526532
3726,Sree Jayalakshmi Autospin Ltd.,530037
3727,Sree Rayalaseema Alkalies & Allied Chemicals Ltd.,507753
3728,Sree Rayalaseema Hi-strength Hypo Ltd.,532842
3729,Sree Sakthi Paper Mills Ltd.,532701
3730,Sreeleathers Ltd.,535601
3731,Srei Infrastructure Finance Ltd.,523756
3732,Srestha Finvest Ltd,539217
3733,Srf Ltd.,503806
3734,Srfbbph,533102
3735,Srg Housing Finance Ltd.,534680
3736,Sri Adhikari Brothers Television Network Ltd.,530943
3737,Sri Amarnath Finance Ltd,538863
3738,Sri Arumuga Enterprise Limited,507918
3739,Sri Kpr Industries Ltd.,514442
3740,Sri Krishna Constructions (india) Ltd,539363
3741,Sri Lakshmi Saraswathi Textiles (arni) Ltd.-$,521161
3742,Sri Nachammai Cotton Mills Ltd.-$,521234
3743,Sri Ramakrishna Mills (coimbatore) Ltd.-$,521178
3744,Sri Vajra Granites Ltd.,515081
3745,Srikalahasthi Pipes Limited,513605
3746,Srinivasa Hatcheries Ltd.-$,526893
3747,Srm Energy Ltd.,523222
3748,Srs Finance Ltd,536799
3749,Srs Ltd.,533569
3750,Srs Real Infrastructure Ltd.,533305
3751,Ss Organics Ltd.,524636
3752,Ssk Lifestyles Limited,514336
3753,Sspdl Ltd.-$,530821
3754,Sspn Finance Ltd,539026
3755,Stampede Capital Limited,531723
3756,Standard Batteries Ltd.,504180
3757,Standard Capital Markets Ltd.,511700
3758,Standard Chartered Plc,580001
3759,Standard Industries Ltd.,530017
3760,Standard Shoe Sole And Mould (india) Ltd.,523351
3761,Stanpacks (india) Ltd.,530931
3762,Stanrose Mafatlal Investments And Finance Ltd.,506105
3763,Star Delta Transformers Ltd,539255
3764,Star Delta Transformers Ltd.,590129
3765,Star Ferro And Cement Ltd,536666
3766,Star Paper Mills Ltd.,516022
3767,Starcom Information Technology Ltd,531616
3768,Starlit Power Systems Ltd,538733
3769,Starlite Components Ltd.,517548
3770,Starlog Enterprises Ltd,520155
3771,State Bank Of Bikaner & Jaipur,501061
3772,State Bank Of India,500112
3773,State Bank Of Mysore,532200
3774,State Bank Of Travancore,532191
3775,State Trading Corporation Of India Ltd.,512531
3776,Steel Authority Of India Ltd.,500113
3777,Steel Exchange India Ltd.,534748
3778,Steel Strips Infrastructures Ltd.,513173
3779,Steel Strips Wheels Ltd.-$,513262
3780,Steelcast Ltd.,513517
3781,Steelco Gujarat Ltd.,500399
3782,Stel HoldingsÃÂ limited,533316
3783,Stelco Strips Ltd.,513530
3784,Stellant Securities (india) Ltd.,526071
3785,Stellar Capital Services Ltd,536738
3786,Step Two Corporation Ltd.,531509
3787,Sterling Biotech Ltd.,512299
3788,Sterling Green Woods Ltd.,526500
3789,Sterling Guaranty & Finance Ltd.,508963
3790,Sterling Holiday Resorts (india) Ltd.-$,523363
3791,Sterling International Enterprises Ltd.-$,508998
3792,Sterling Powergensys Limited,513575
3793,Sterling Spinners Ltd.,531628
3794,Sterling Tools Ltd.-$,530759
3795,Sterling Webnet Ltd.,531901
3796,Sterlite Technologies Ltd.,532374
3797,Stewarts & Lloyds Of India Ltd.-$,504960
3798,Sti India Ltd.,513151
3799,Stl Global Ltd.,532730
3800,Stone India Ltd.-$,522085
3801,Store One Retail India Limited,532679
3802,Stovec Industries Ltd.,504959
3803,Strides Shasun Ltd,532531
3804,Sturdy Industries Ltd.,530611
3805,Stylam Industries Limited,526951
3806,Suashish Diamonds Ltd.,526733
3807,Subex Ltd.,532348
3808,Subh Tex (india) Ltd,536671
3809,Subhash Silk Mills Ltd.,530231
3810,Subros Ltd.,517168
3811,Subway Finance & Investment Co.ltd.,511024
3812,Suchak Trading Ltd.,512075
3813,Suchitra Finance & Trading Company Ltd,538714
3814,Sudal Industries Ltd.,506003
3815,Sudar Industries Ltd.,533332
3816,Sudarshan Chemical Industries Ltd.,506655
3817,Sudev Industries Ltd.,526530
3818,Suditi Industries Ltd.,521113
3819,Sugal & Damani Share Brokers Ltd.,511654
3820,Sujala Trading & Holdings Ltd,539117
3821,Sujana Metal Products Ltd.,513414
3822,Sujana Towers Ltd.,532887
3823,Sujana Universal Industries Ltd.-$,517224
3824,Sukhjit Starch & Chemicals Ltd.-$,524542
3825,Sulabh Engineers & Services Ltd.,508969
3826,Sumedha Fiscal Services Ltd.,530419
3827,Sumeet Industries Ltd.-$,514211
3828,Sumeru Industries Ltd.,530445
3829,Summit Securities Ltd.,533306
3830,Sun And Shine Worldwide Ltd.,532154
3831,Sun Granite Export Ltd,531013
3832,Sun Pharma Advanced Research Company Ltd.,532872
3833,Sun Pharmaceutical Industries Ltd.,524715
3834,Sun Source (india) Ltd.,517403
3835,Sun Techno Overseas Ltd.,531752
3836,Sun Tv Network Ltd.,532733
3837,Sunbright Stock Broking Ltd.,530763
3838,Suncity Synthetics Ltd.,530795
3839,Sundaram Brake Linings Ltd.,590072
3840,Sundaram Finance Ltd.,590071
3841,Sundaram Multi Pap Ltd.,533166
3842,Sundaram-clayton Ltd.,520056
3843,Sunday Exports Ltd.,530425
3844,Sundram Fasteners Ltd.,500403
3845,Sunflag Iron & Steel Co.ltd.,500404
3846,Sungold Capital Ltd.,531433
3847,Sunil Agro Foods Ltd.-$,530953
3848,Sunil Healthcare Ltd,537253
3849,Sunil Hitech Engineers Ltd.,532711
3850,Sunil Industries Ltd.,521232
3851,Sunitee Chemicals Ltd.,531945
3852,Sunlake Resorts & Hotels Ltd.,531295
3853,Sunraj Diamond Exports Ltd.,523425
3854,Sunrise Asian Limited,506615
3855,Sunrise Industrial Traders Ltd.,501110
3856,Sunshield Chemicals Ltd.,530845
3857,Sunstar Realty Development Ltd.,535141
3858,Sunteck Realty Ltd.,512179
3859,Super Bakers (india) Ltd.,530735
3860,Super Crop Safe Ltd.,530883
3861,Super Domestic Machines Ltd.,531699
3862,Super Sales India Ltd.-$,512527
3863,Super Spinning Mills Ltd.,521180
3864,Super Tannery Limited,523842
3865,Superb Papers Ltd.,532070
3866,Superhouse Ltd.,523283
3867,Superior Industrial Enterprises Limited,519234
3868,Supertex Industries Ltd.,526133
3869,Supra Trends Limited,511539
3870,Suprajit Engineering Ltd.-$,532509
3871,Supreme Holdings & Hospitality (india) Ltd.,530677
3872,Supreme Industries Ltd.,509930
3873,Supreme Infrastructure India Ltd.,532904
3874,Supreme Petrochem Ltd.,500405
